segment_id,ts,vehicle_count,avg_speed_kmh,occupancy_pct,speed_limit_kmh,hour,day_of_week,is_weekend,is_rush,lag_1h,lag_24h,rolling_mean_3h,event_timestamp
eshkol-boulevard-01,2024-02-16 00:00:00,115,60.6,7.9,60,0,4,1,0,77.0,72.0,95.66666666666667,2024-02-16 00:00:00
eshkol-boulevard-01,2024-02-16 23:00:00,18,59.4,1.4,60,23,4,1,0,115.0,110.0,70.0,2024-02-16 23:00:00
eshkol-boulevard-01,2024-02-17 22:00:00,571,49.6,39.3,60,22,5,1,0,18.0,151.0,234.66666666666666,2024-02-17 22:00:00
eshkol-boulevard-01,2024-02-18 21:00:00,245,59.0,16.5,60,21,6,0,0,571.0,17.0,278.0,2024-02-18 21:00:00
eshkol-boulevard-01,2024-02-19 20:00:00,465,53.5,33.7,60,20,0,0,0,245.0,485.0,427.0,2024-02-19 20:00:00
eshkol-boulevard-01,2024-02-20 19:00:00,726,37.4,56.4,60,19,1,0,0,465.0,739.0,478.6666666666667,2024-02-20 19:00:00
eshkol-boulevard-01,2024-02-21 18:00:00,744,28.5,70.8,60,18,2,0,1,726.0,731.0,645.0,2024-02-21 18:00:00
eshkol-boulevard-01,2024-02-22 17:00:00,795,27.6,71.2,60,17,3,0,1,744.0,720.0,755.0,2024-02-22 17:00:00
eshkol-boulevard-01,2024-02-23 16:00:00,118,58.9,8.2,60,16,4,1,1,795.0,699.0,552.3333333333334,2024-02-23 16:00:00
eshkol-boulevard-01,2024-02-24 15:00:00,111,60.1,7.7,60,15,5,1,0,118.0,746.0,341.3333333333333,2024-02-24 15:00:00
eshkol-boulevard-01,2024-02-25 14:00:00,550,50.4,38.9,60,14,6,0,0,111.0,461.0,259.6666666666667,2024-02-25 14:00:00
eshkol-boulevard-01,2024-02-26 13:00:00,454,53.5,29.9,60,13,0,0,0,550.0,84.0,371.6666666666667,2024-02-26 13:00:00
eshkol-boulevard-01,2024-02-27 12:00:00,382,53.5,26.6,60,12,1,0,0,454.0,493.0,462.0,2024-02-27 12:00:00
gaza-street-00,2024-01-01 00:00:00,48,39.8,5.5,40,0,0,0,0,355.49849447975913,355.49849447975913,48.0,2024-01-01 00:00:00
gaza-street-00,2024-01-01 23:00:00,59,40.3,6.2,40,23,0,0,0,48.0,355.49849447975913,53.5,2024-01-01 23:00:00
gaza-street-00,2024-01-02 22:00:00,71,37.5,7.4,40,22,1,0,0,59.0,355.49849447975913,59.333333333333336,2024-01-02 22:00:00
gaza-street-00,2024-01-03 21:00:00,109,40.2,13.5,40,21,2,0,0,71.0,355.49849447975913,79.66666666666667,2024-01-03 21:00:00
gaza-street-00,2024-01-04 20:00:00,289,37.1,30.5,40,20,3,0,0,109.0,355.49849447975913,156.33333333333334,2024-01-04 20:00:00
gaza-street-00,2024-01-05 19:00:00,15,38.8,1.3,40,19,4,1,0,289.0,355.49849447975913,137.66666666666666,2024-01-05 19:00:00
gaza-street-00,2024-01-06 18:00:00,130,36.9,15.0,40,18,5,1,1,15.0,355.49849447975913,144.66666666666666,2024-01-06 18:00:00
gaza-street-00,2024-01-07 17:00:00,658,19.8,71.2,40,17,6,0,1,130.0,355.49849447975913,267.6666666666667,2024-01-07 17:00:00
gaza-street-00,2024-01-08 16:00:00,515,25.6,57.8,40,16,0,0,1,658.0,355.49849447975913,434.3333333333333,2024-01-08 16:00:00
gaza-street-00,2024-01-09 15:00:00,437,32.5,46.1,40,15,1,0,0,515.0,355.49849447975913,536.6666666666666,2024-01-09 15:00:00
gaza-street-00,2024-01-10 14:00:00,339,33.8,33.1,40,14,2,0,0,437.0,355.49849447975913,430.3333333333333,2024-01-10 14:00:00
gaza-street-00,2024-01-11 13:00:00,240,37.3,30.7,40,13,3,0,0,339.0,355.49849447975913,338.6666666666667,2024-01-11 13:00:00
gaza-street-00,2024-01-12 12:00:00,622,20.8,65.6,40,12,4,1,0,240.0,355.49849447975913,400.3333333333333,2024-01-12 12:00:00
gaza-street-00,2024-01-13 11:00:00,55,38.9,7.0,40,11,5,1,0,622.0,355.49849447975913,305.6666666666667,2024-01-13 11:00:00
gaza-street-00,2024-01-14 10:00:00,390,33.4,40.7,40,10,6,0,0,55.0,355.49849447975913,355.6666666666667,2024-01-14 10:00:00
gaza-street-00,2024-01-15 09:00:00,596,19.4,66.8,40,9,0,0,1,390.0,355.49849447975913,347.0,2024-01-15 09:00:00
gaza-street-00,2024-01-16 08:00:00,732,9.1,82.1,40,8,1,0,1,596.0,355.49849447975913,572.6666666666666,2024-01-16 08:00:00
gaza-street-00,2024-01-17 07:00:00,706,17.8,68.3,40,7,2,0,1,732.0,355.49849447975913,678.0,2024-01-17 07:00:00
gaza-street-00,2024-01-18 06:00:00,293,35.2,32.0,40,6,3,0,0,706.0,355.49849447975913,577.0,2024-01-18 06:00:00
gaza-street-00,2024-01-19 05:00:00,102,40.3,9.4,40,5,4,1,0,293.0,355.49849447975913,367.0,2024-01-19 05:00:00
gaza-street-00,2024-01-20 04:00:00,56,40.6,6.7,40,4,5,1,0,102.0,355.49849447975913,150.33333333333334,2024-01-20 04:00:00
gaza-street-00,2024-01-21 03:00:00,44,38.8,5.7,40,3,6,0,0,56.0,355.49849447975913,67.33333333333333,2024-01-21 03:00:00
gaza-street-00,2024-01-22 02:00:00,74,38.5,6.5,40,2,0,0,0,44.0,355.49849447975913,58.0,2024-01-22 02:00:00
gaza-street-00,2024-01-23 01:00:00,71,42.0,6.0,40,1,1,0,0,74.0,355.49849447975913,63.0,2024-01-23 01:00:00
gaza-street-00,2024-01-24 00:00:00,44,40.6,4.9,40,0,2,0,0,71.0,48.0,63.0,2024-01-24 00:00:00
gaza-street-00,2024-01-24 23:00:00,64,39.9,6.2,40,23,2,0,0,44.0,59.0,59.666666666666664,2024-01-24 23:00:00
gaza-street-00,2024-01-25 22:00:00,75,38.0,8.5,40,22,3,0,0,64.0,71.0,61.0,2024-01-25 22:00:00
gaza-street-00,2024-01-26 21:00:00,10,41.2,1.1,40,21,4,1,0,75.0,109.0,49.666666666666664,2024-01-26 21:00:00
gaza-street-00,2024-01-27 20:00:00,298,35.2,31.0,40,20,5,1,0,10.0,289.0,127.66666666666667,2024-01-27 20:00:00
gaza-street-00,2024-01-28 19:00:00,578,21.4,59.6,40,19,6,0,0,298.0,15.0,295.3333333333333,2024-01-28 19:00:00
gaza-street-00,2024-01-29 18:00:00,616,22.8,65.9,40,18,0,0,1,578.0,130.0,497.3333333333333,2024-01-29 18:00:00
gaza-street-00,2024-01-30 17:00:00,701,8.5,83.5,40,17,1,0,1,616.0,658.0,631.6666666666666,2024-01-30 17:00:00
gaza-street-00,2024-01-31 16:00:00,614,23.0,67.8,40,16,2,0,1,701.0,515.0,643.6666666666666,2024-01-31 16:00:00
gaza-street-00,2024-02-01 15:00:00,485,29.3,50.4,40,15,3,0,0,614.0,437.0,600.0,2024-02-01 15:00:00
gaza-street-00,2024-02-02 14:00:00,302,33.0,32.7,40,14,4,1,0,485.0,339.0,467.0,2024-02-02 14:00:00
gaza-street-00,2024-02-03 13:00:00,68,39.4,7.2,40,13,5,1,0,302.0,240.0,285.0,2024-02-03 13:00:00
gaza-street-00,2024-02-04 12:00:00,277,36.1,29.3,40,12,6,0,0,68.0,622.0,215.66666666666666,2024-02-04 12:00:00
gaza-street-00,2024-02-05 11:00:00,282,37.1,30.2,40,11,0,0,0,277.0,55.0,209.0,2024-02-05 11:00:00
gaza-street-00,2024-02-06 10:00:00,444,28.7,46.5,40,10,1,0,0,282.0,390.0,334.3333333333333,2024-02-06 10:00:00
gaza-street-00,2024-02-07 09:00:00,686,16.4,73.7,40,9,2,0,1,444.0,596.0,470.6666666666667,2024-02-07 09:00:00
gaza-street-00,2024-02-08 08:00:00,747,7.1,87.0,40,8,3,0,1,686.0,732.0,625.6666666666666,2024-02-08 08:00:00
gaza-street-00,2024-02-09 07:00:00,195,36.0,21.2,40,7,4,1,1,747.0,706.0,542.6666666666666,2024-02-09 07:00:00
gaza-street-00,2024-02-10 06:00:00,52,38.8,6.6,40,6,5,1,0,195.0,293.0,331.3333333333333,2024-02-10 06:00:00
gaza-street-00,2024-02-11 05:00:00,79,40.1,10.9,40,5,6,0,0,52.0,102.0,108.66666666666667,2024-02-11 05:00:00
gaza-street-00,2024-02-12 04:00:00,50,39.9,6.7,40,4,0,0,0,79.0,56.0,60.333333333333336,2024-02-12 04:00:00
gaza-street-00,2024-02-13 03:00:00,51,38.6,5.7,40,3,1,0,0,50.0,44.0,60.0,2024-02-13 03:00:00
gaza-street-00,2024-02-14 02:00:00,58,40.6,6.7,40,2,2,0,0,51.0,74.0,53.0,2024-02-14 02:00:00
gaza-street-00,2024-02-15 01:00:00,66,41.0,5.8,40,1,3,0,0,58.0,71.0,58.333333333333336,2024-02-15 01:00:00
gaza-street-00,2024-02-16 00:00:00,79,40.7,8.1,40,0,4,1,0,66.0,44.0,67.66666666666667,2024-02-16 00:00:00
gaza-street-00,2024-02-16 23:00:00,15,41.8,1.5,40,23,4,1,0,79.0,64.0,53.333333333333336,2024-02-16 23:00:00
gaza-street-00,2024-02-17 22:00:00,260,37.3,28.5,40,22,5,1,0,15.0,75.0,118.0,2024-02-17 22:00:00
gaza-street-00,2024-02-18 21:00:00,124,38.6,14.0,40,21,6,0,0,260.0,10.0,133.0,2024-02-18 21:00:00
gaza-street-00,2024-02-19 20:00:00,298,34.0,32.9,40,20,0,0,0,124.0,298.0,227.33333333333334,2024-02-19 20:00:00
gaza-street-00,2024-02-20 19:00:00,525,22.5,57.4,40,19,1,0,0,298.0,578.0,315.6666666666667,2024-02-20 19:00:00
gaza-street-00,2024-02-21 18:00:00,741,14.8,77.4,40,18,2,0,1,525.0,616.0,521.3333333333334,2024-02-21 18:00:00
gaza-street-00,2024-02-22 17:00:00,773,11.3,84.6,40,17,3,0,1,741.0,701.0,679.6666666666666,2024-02-22 17:00:00
gaza-street-00,2024-02-23 16:00:00,91,35.1,9.0,40,16,4,1,1,773.0,614.0,535.0,2024-02-23 16:00:00
gaza-street-00,2024-02-24 15:00:00,71,40.6,6.9,40,15,5,1,0,91.0,485.0,311.6666666666667,2024-02-24 15:00:00
gaza-street-00,2024-02-25 14:00:00,295,37.1,31.7,40,14,6,0,0,71.0,302.0,152.33333333333334,2024-02-25 14:00:00
gaza-street-00,2024-02-26 13:00:00,306,34.9,33.7,40,13,0,0,0,295.0,68.0,224.0,2024-02-26 13:00:00
gaza-street-00,2024-02-27 12:00:00,295,35.1,30.6,40,12,1,0,0,306.0,277.0,298.6666666666667,2024-02-27 12:00:00
gaza-street-01,2024-01-01 00:00:00,41,39.7,5.8,40,0,0,0,0,355.49849447975913,355.49849447975913,41.0,2024-01-01 00:00:00
gaza-street-01,2024-01-01 23:00:00,56,40.9,6.0,40,23,0,0,0,41.0,355.49849447975913,48.5,2024-01-01 23:00:00
gaza-street-01,2024-01-02 22:00:00,76,40.1,7.9,40,22,1,0,0,56.0,355.49849447975913,57.666666666666664,2024-01-02 22:00:00
gaza-street-01,2024-01-03 21:00:00,123,38.6,12.2,40,21,2,0,0,76.0,355.49849447975913,85.0,2024-01-03 21:00:00
gaza-street-01,2024-01-04 20:00:00,320,34.3,31.9,40,20,3,0,0,123.0,355.49849447975913,173.0,2024-01-04 20:00:00
gaza-street-01,2024-01-05 19:00:00,13,39.0,1.4,40,19,4,1,0,320.0,355.49849447975913,152.0,2024-01-05 19:00:00
gaza-street-01,2024-01-06 18:00:00,108,38.5,13.2,40,18,5,1,1,13.0,355.49849447975913,147.0,2024-01-06 18:00:00
gaza-street-01,2024-01-07 17:00:00,764,11.8,83.8,40,17,6,0,1,108.0,355.49849447975913,295.0,2024-01-07 17:00:00
gaza-street-01,2024-01-08 16:00:00,494,28.9,52.5,40,16,0,0,1,764.0,355.49849447975913,455.3333333333333,2024-01-08 16:00:00
gaza-street-01,2024-01-09 15:00:00,523,24.9,52.3,40,15,1,0,0,494.0,355.49849447975913,593.6666666666666,2024-01-09 15:00:00
gaza-street-01,2024-01-10 14:00:00,377,30.0,39.4,40,14,2,0,0,523.0,355.49849447975913,464.6666666666667,2024-01-10 14:00:00
gaza-street-01,2024-01-11 13:00:00,279,36.2,30.6,40,13,3,0,0,377.0,355.49849447975913,393.0,2024-01-11 13:00:00
gaza-street-01,2024-01-12 12:00:00,568,22.6,62.3,40,12,4,1,0,279.0,355.49849447975913,408.0,2024-01-12 12:00:00
gaza-street-01,2024-01-13 11:00:00,67,40.0,7.9,40,11,5,1,0,568.0,355.49849447975913,304.6666666666667,2024-01-13 11:00:00
gaza-street-01,2024-01-14 10:00:00,397,29.3,42.6,40,10,6,0,0,67.0,355.49849447975913,344.0,2024-01-14 10:00:00
gaza-street-01,2024-01-15 09:00:00,776,15.3,80.7,40,9,0,0,1,397.0,355.49849447975913,413.3333333333333,2024-01-15 09:00:00
gaza-street-01,2024-01-16 08:00:00,688,14.6,77.1,40,8,1,0,1,776.0,355.49849447975913,620.3333333333334,2024-01-16 08:00:00
gaza-street-01,2024-01-17 07:00:00,572,27.8,59.0,40,7,2,0,1,688.0,355.49849447975913,678.6666666666666,2024-01-17 07:00:00
gaza-street-01,2024-01-18 06:00:00,305,34.5,30.4,40,6,3,0,0,572.0,355.49849447975913,521.6666666666666,2024-01-18 06:00:00
gaza-street-01,2024-01-19 05:00:00,118,38.3,13.0,40,5,4,1,0,305.0,355.49849447975913,331.6666666666667,2024-01-19 05:00:00
gaza-street-01,2024-01-20 04:00:00,72,41.2,7.4,40,4,5,1,0,118.0,355.49849447975913,165.0,2024-01-20 04:00:00
gaza-street-01,2024-01-21 03:00:00,44,39.3,5.3,40,3,6,0,0,72.0,355.49849447975913,78.0,2024-01-21 03:00:00
gaza-street-01,2024-01-22 02:00:00,61,41.0,6.4,40,2,0,0,0,44.0,355.49849447975913,59.0,2024-01-22 02:00:00
gaza-street-01,2024-01-23 01:00:00,39,40.5,5.3,40,1,1,0,0,61.0,355.49849447975913,48.0,2024-01-23 01:00:00
gaza-street-01,2024-01-24 00:00:00,59,39.9,5.5,40,0,2,0,0,39.0,41.0,53.0,2024-01-24 00:00:00
gaza-street-01,2024-01-24 23:00:00,66,41.6,7.0,40,23,2,0,0,59.0,56.0,54.666666666666664,2024-01-24 23:00:00
gaza-street-01,2024-01-25 22:00:00,73,40.6,7.2,40,22,3,0,0,66.0,76.0,66.0,2024-01-25 22:00:00
gaza-street-01,2024-01-26 21:00:00,10,39.5,1.2,40,21,4,1,0,73.0,123.0,49.666666666666664,2024-01-26 21:00:00
gaza-street-01,2024-01-27 20:00:00,282,34.3,30.3,40,20,5,1,0,10.0,320.0,121.66666666666667,2024-01-27 20:00:00
gaza-street-01,2024-01-28 19:00:00,489,25.6,55.3,40,19,6,0,0,282.0,13.0,260.3333333333333,2024-01-28 19:00:00
gaza-street-01,2024-01-29 18:00:00,727,7.6,87.0,40,18,0,0,1,489.0,108.0,499.3333333333333,2024-01-29 18:00:00
gaza-street-01,2024-01-30 17:00:00,741,5.1,88.6,40,17,1,0,1,727.0,764.0,652.3333333333334,2024-01-30 17:00:00
gaza-street-01,2024-01-31 16:00:00,623,17.9,68.3,40,16,2,0,1,741.0,494.0,697.0,2024-01-31 16:00:00
gaza-street-01,2024-02-01 15:00:00,551,23.1,57.2,40,15,3,0,0,623.0,523.0,638.3333333333334,2024-02-01 15:00:00
gaza-street-01,2024-02-02 14:00:00,361,28.8,35.9,40,14,4,1,0,551.0,377.0,511.6666666666667,2024-02-02 14:00:00
gaza-street-01,2024-02-03 13:00:00,63,38.2,7.0,40,13,5,1,0,361.0,279.0,325.0,2024-02-03 13:00:00
gaza-street-01,2024-02-04 12:00:00,287,35.4,30.3,40,12,6,0,0,63.0,568.0,237.0,2024-02-04 12:00:00
gaza-street-01,2024-02-05 11:00:00,275,35.8,29.8,40,11,0,0,0,287.0,67.0,208.33333333333334,2024-02-05 11:00:00
gaza-street-01,2024-02-06 10:00:00,358,31.5,39.8,40,10,1,0,0,275.0,397.0,306.6666666666667,2024-02-06 10:00:00
gaza-street-01,2024-02-07 09:00:00,596,23.1,67.2,40,9,2,0,1,358.0,776.0,409.6666666666667,2024-02-07 09:00:00
gaza-street-01,2024-02-08 08:00:00,647,19.7,71.4,40,8,3,0,1,596.0,688.0,533.6666666666666,2024-02-08 08:00:00
gaza-street-01,2024-02-09 07:00:00,199,38.2,20.7,40,7,4,1,1,647.0,572.0,480.6666666666667,2024-02-09 07:00:00
gaza-street-01,2024-02-10 06:00:00,55,39.8,6.0,40,6,5,1,0,199.0,305.0,300.3333333333333,2024-02-10 06:00:00
gaza-street-01,2024-02-11 05:00:00,88,39.3,10.1,40,5,6,0,0,55.0,118.0,114.0,2024-02-11 05:00:00
gaza-street-01,2024-02-12 04:00:00,74,38.8,7.9,40,4,0,0,0,88.0,72.0,72.33333333333333,2024-02-12 04:00:00
gaza-street-01,2024-02-13 03:00:00,54,36.4,5.8,40,3,1,0,0,74.0,44.0,72.0,2024-02-13 03:00:00
gaza-street-01,2024-02-14 02:00:00,61,41.4,6.4,40,2,2,0,0,54.0,61.0,63.0,2024-02-14 02:00:00
gaza-street-01,2024-02-15 01:00:00,56,41.4,6.5,40,1,3,0,0,61.0,39.0,57.0,2024-02-15 01:00:00
gaza-street-01,2024-02-16 00:00:00,89,40.0,8.2,40,0,4,1,0,56.0,59.0,68.66666666666667,2024-02-16 00:00:00
gaza-street-01,2024-02-16 23:00:00,8,38.3,1.4,40,23,4,1,0,89.0,66.0,51.0,2024-02-16 23:00:00
gaza-street-01,2024-02-17 22:00:00,340,34.8,35.0,40,22,5,1,0,8.0,73.0,145.66666666666666,2024-02-17 22:00:00
gaza-street-01,2024-02-18 21:00:00,151,41.4,14.5,40,21,6,0,0,340.0,10.0,166.33333333333334,2024-02-18 21:00:00
gaza-street-01,2024-02-19 20:00:00,258,37.4,29.3,40,20,0,0,0,151.0,282.0,249.66666666666666,2024-02-19 20:00:00
gaza-street-01,2024-02-20 19:00:00,634,24.0,61.7,40,19,1,0,0,258.0,489.0,347.6666666666667,2024-02-20 19:00:00
gaza-street-01,2024-02-21 18:00:00,671,7.8,88.7,40,18,2,0,1,634.0,727.0,521.0,2024-02-21 18:00:00
gaza-street-01,2024-02-22 17:00:00,737,10.3,85.1,40,17,3,0,1,671.0,741.0,680.6666666666666,2024-02-22 17:00:00
gaza-street-01,2024-02-23 16:00:00,71,39.1,8.1,40,16,4,1,1,737.0,623.0,493.0,2024-02-23 16:00:00
gaza-street-01,2024-02-24 15:00:00,64,39.4,7.2,40,15,5,1,0,71.0,551.0,290.6666666666667,2024-02-24 15:00:00
gaza-street-01,2024-02-25 14:00:00,316,31.9,34.9,40,14,6,0,0,64.0,361.0,150.33333333333334,2024-02-25 14:00:00
gaza-street-01,2024-02-26 13:00:00,286,34.2,30.4,40,13,0,0,0,316.0,63.0,222.0,2024-02-26 13:00:00
gaza-street-01,2024-02-27 12:00:00,295,34.3,31.5,40,12,1,0,0,286.0,287.0,299.0,2024-02-27 12:00:00
golda-meir-00,2024-01-01 00:00:00,76,69.3,5.6,70,0,0,0,0,355.49849447975913,355.49849447975913,76.0,2024-01-01 00:00:00
golda-meir-00,2024-01-01 23:00:00,89,71.8,6.3,70,23,0,0,0,76.0,355.49849447975913,82.5,2024-01-01 23:00:00
golda-meir-00,2024-01-02 22:00:00,125,67.6,8.0,70,22,1,0,0,89.0,355.49849447975913,96.66666666666667,2024-01-02 22:00:00
golda-meir-00,2024-01-03 21:00:00,238,69.4,13.4,70,21,2,0,0,125.0,355.49849447975913,150.66666666666666,2024-01-03 21:00:00
golda-meir-00,2024-01-04 20:00:00,425,63.6,26.9,70,20,3,0,0,238.0,355.49849447975913,262.6666666666667,2024-01-04 20:00:00
golda-meir-00,2024-01-05 19:00:00,27,68.1,1.5,70,19,4,1,0,425.0,355.49849447975913,230.0,2024-01-05 19:00:00
golda-meir-00,2024-01-06 18:00:00,213,69.1,13.8,70,18,5,1,1,27.0,355.49849447975913,221.66666666666666,2024-01-06 18:00:00
golda-meir-00,2024-01-07 17:00:00,701,24.4,80.1,70,17,6,0,1,213.0,355.49849447975913,313.6666666666667,2024-01-07 17:00:00
golda-meir-00,2024-01-08 16:00:00,726,48.6,52.9,70,16,0,0,1,701.0,355.49849447975913,546.6666666666666,2024-01-08 16:00:00
golda-meir-00,2024-01-09 15:00:00,757,52.6,50.9,70,15,1,0,0,726.0,355.49849447975913,728.0,2024-01-09 15:00:00
golda-meir-00,2024-01-10 14:00:00,632,55.3,39.0,70,14,2,0,0,757.0,355.49849447975913,705.0,2024-01-10 14:00:00
golda-meir-00,2024-01-11 13:00:00,506,62.3,30.0,70,13,3,0,0,632.0,355.49849447975913,631.6666666666666,2024-01-11 13:00:00
golda-meir-00,2024-01-12 12:00:00,737,36.5,64.6,70,12,4,1,0,506.0,355.49849447975913,625.0,2024-01-12 12:00:00
golda-meir-00,2024-01-13 11:00:00,115,71.0,7.0,70,11,5,1,0,737.0,355.49849447975913,452.6666666666667,2024-01-13 11:00:00
golda-meir-00,2024-01-14 10:00:00,627,58.4,38.1,70,10,6,0,0,115.0,355.49849447975913,493.0,2024-01-14 10:00:00
golda-meir-00,2024-01-15 09:00:00,719,43.0,59.0,70,9,0,0,1,627.0,355.49849447975913,487.0,2024-01-15 09:00:00
golda-meir-00,2024-01-16 08:00:00,779,25.4,77.7,70,8,1,0,1,719.0,355.49849447975913,708.3333333333334,2024-01-16 08:00:00
golda-meir-00,2024-01-17 07:00:00,758,34.0,68.6,70,7,2,0,1,779.0,355.49849447975913,752.0,2024-01-17 07:00:00
golda-meir-00,2024-01-18 06:00:00,516,59.5,30.6,70,6,3,0,0,758.0,355.49849447975913,684.3333333333334,2024-01-18 06:00:00
golda-meir-00,2024-01-19 05:00:00,165,67.0,10.9,70,5,4,1,0,516.0,355.49849447975913,479.6666666666667,2024-01-19 05:00:00
golda-meir-00,2024-01-20 04:00:00,131,68.8,8.1,70,4,5,1,0,165.0,355.49849447975913,270.6666666666667,2024-01-20 04:00:00
golda-meir-00,2024-01-21 03:00:00,94,69.8,5.1,70,3,6,0,0,131.0,355.49849447975913,130.0,2024-01-21 03:00:00
golda-meir-00,2024-01-22 02:00:00,104,68.5,6.8,70,2,0,0,0,94.0,355.49849447975913,109.66666666666667,2024-01-22 02:00:00
golda-meir-00,2024-01-23 01:00:00,96,67.8,6.1,70,1,1,0,0,104.0,355.49849447975913,98.0,2024-01-23 01:00:00
golda-meir-00,2024-01-24 00:00:00,70,67.5,4.6,70,0,2,0,0,96.0,76.0,90.0,2024-01-24 00:00:00
golda-meir-00,2024-01-24 23:00:00,113,70.7,6.6,70,23,2,0,0,70.0,89.0,93.0,2024-01-24 23:00:00
golda-meir-00,2024-01-25 22:00:00,130,67.9,8.6,70,22,3,0,0,113.0,125.0,104.33333333333333,2024-01-25 22:00:00
golda-meir-00,2024-01-26 21:00:00,18,68.3,1.1,70,21,4,1,0,130.0,238.0,87.0,2024-01-26 21:00:00
golda-meir-00,2024-01-27 20:00:00,466,62.3,31.4,70,20,5,1,0,18.0,425.0,204.66666666666666,2024-01-27 20:00:00
golda-meir-00,2024-01-28 19:00:00,769,46.7,51.9,70,19,6,0,0,466.0,27.0,417.6666666666667,2024-01-28 19:00:00
golda-meir-00,2024-01-29 18:00:00,728,42.5,57.8,70,18,0,0,1,769.0,213.0,654.3333333333334,2024-01-29 18:00:00
golda-meir-00,2024-01-30 17:00:00,727,23.3,79.4,70,17,1,0,1,728.0,701.0,741.3333333333334,2024-01-30 17:00:00
golda-meir-00,2024-01-31 16:00:00,802,24.1,77.8,70,16,2,0,1,727.0,726.0,752.3333333333334,2024-01-31 16:00:00
golda-meir-00,2024-02-01 15:00:00,768,54.4,44.3,70,15,3,0,0,802.0,757.0,765.6666666666666,2024-02-01 15:00:00
golda-meir-00,2024-02-02 14:00:00,484,61.7,30.0,70,14,4,1,0,768.0,632.0,684.6666666666666,2024-02-02 14:00:00
golda-meir-00,2024-02-03 13:00:00,134,68.8,7.4,70,13,5,1,0,484.0,506.0,462.0,2024-02-03 13:00:00
golda-meir-00,2024-02-04 12:00:00,486,65.0,28.8,70,12,6,0,0,134.0,737.0,368.0,2024-02-04 12:00:00
golda-meir-00,2024-02-05 11:00:00,413,61.6,26.1,70,11,0,0,0,486.0,115.0,344.3333333333333,2024-02-05 11:00:00
golda-meir-00,2024-02-06 10:00:00,729,55.8,42.6,70,10,1,0,0,413.0,627.0,542.6666666666666,2024-02-06 10:00:00
golda-meir-00,2024-02-07 09:00:00,757,11.3,92.2,70,9,2,0,1,729.0,719.0,633.0,2024-02-07 09:00:00
golda-meir-00,2024-02-08 08:00:00,746,8.6,93.4,70,8,3,0,1,757.0,779.0,744.0,2024-02-08 08:00:00
golda-meir-00,2024-02-09 07:00:00,306,66.1,18.8,70,7,4,1,1,746.0,758.0,603.0,2024-02-09 07:00:00
golda-meir-00,2024-02-10 06:00:00,126,69.5,7.0,70,6,5,1,0,306.0,516.0,392.6666666666667,2024-02-10 06:00:00
golda-meir-00,2024-02-11 05:00:00,183,68.3,10.6,70,5,6,0,0,126.0,165.0,205.0,2024-02-11 05:00:00
golda-meir-00,2024-02-12 04:00:00,106,70.2,5.9,70,4,0,0,0,183.0,131.0,138.33333333333334,2024-02-12 04:00:00
golda-meir-00,2024-02-13 03:00:00,116,66.7,6.2,70,3,1,0,0,106.0,94.0,135.0,2024-02-13 03:00:00
golda-meir-00,2024-02-14 02:00:00,93,69.4,5.3,70,2,2,0,0,116.0,104.0,105.0,2024-02-14 02:00:00
golda-meir-00,2024-02-15 01:00:00,86,70.1,5.4,70,1,3,0,0,93.0,96.0,98.33333333333333,2024-02-15 01:00:00
golda-meir-00,2024-02-16 00:00:00,128,68.5,7.9,70,0,4,1,0,86.0,70.0,102.33333333333333,2024-02-16 00:00:00
golda-meir-00,2024-02-16 23:00:00,21,70.1,1.2,70,23,4,1,0,128.0,113.0,78.33333333333333,2024-02-16 23:00:00
golda-meir-00,2024-02-17 22:00:00,530,60.1,32.9,70,22,5,1,0,21.0,130.0,226.33333333333334,2024-02-17 22:00:00
golda-meir-00,2024-02-18 21:00:00,281,69.1,16.4,70,21,6,0,0,530.0,18.0,277.3333333333333,2024-02-18 21:00:00
golda-meir-00,2024-02-19 20:00:00,485,60.4,30.0,70,20,0,0,0,281.0,466.0,432.0,2024-02-19 20:00:00
golda-meir-00,2024-02-20 19:00:00,713,41.3,61.2,70,19,1,0,0,485.0,769.0,493.0,2024-02-20 19:00:00
golda-meir-00,2024-02-21 18:00:00,774,27.3,76.4,70,18,2,0,1,713.0,728.0,657.3333333333334,2024-02-21 18:00:00
golda-meir-00,2024-02-22 17:00:00,735,26.8,76.8,70,17,3,0,1,774.0,727.0,740.6666666666666,2024-02-22 17:00:00
golda-meir-00,2024-02-23 16:00:00,171,70.7,10.2,70,16,4,1,1,735.0,802.0,560.0,2024-02-23 16:00:00
golda-meir-00,2024-02-24 15:00:00,133,69.4,7.4,70,15,5,1,0,171.0,768.0,346.3333333333333,2024-02-24 15:00:00
golda-meir-00,2024-02-25 14:00:00,637,56.4,39.4,70,14,6,0,0,133.0,484.0,313.6666666666667,2024-02-25 14:00:00
golda-meir-00,2024-02-26 13:00:00,595,58.9,35.5,70,13,0,0,0,637.0,134.0,455.0,2024-02-26 13:00:00
golda-meir-00,2024-02-27 12:00:00,456,61.0,28.1,70,12,1,0,0,595.0,486.0,562.6666666666666,2024-02-27 12:00:00
golda-meir-01,2024-01-01 00:00:00,99,68.1,5.8,70,0,0,0,0,355.49849447975913,355.49849447975913,99.0,2024-01-01 00:00:00
golda-meir-01,2024-01-01 23:00:00,90,69.6,5.5,70,23,0,0,0,99.0,355.49849447975913,94.5,2024-01-01 23:00:00
